LSOA11CD,LSOA11NM,Mean_Price
E01004221,Tower Hamlets 028D,363243.48
E01002052,Haringey 029C,363313.35
E01003917,Southwark 020C,364062.43
E01002479,Hillingdon 004C,364114.72
E01003228,Lewisham 019C,364306.44
E01002635,Hounslow 010D,364548.21
E01004217,Tower Hamlets 030C,364662.00
E01003213,Lewisham 008C,364680.71
E01003696,Redbridge 035G,365198.81
E01002975,Kingston upon Thames 012A,365230.21
E01003459,Merton 006E,365268.28
E01004380,Waltham Forest 007B,365329.39
E01004520,Wandsworth 036D,365430.43
E01000536,Brent 004A,365531.23
E01001254,Ealing 030D,365585.85
E01001747,Hackney 014B,365624.73
E01000240,Barnet 031B,365642.86
E01000765,Bromley 034D,365678.80
E01000957,Camden 019C,365701.40
E01001878,Hammersmith and Fulham 001E,365795.99
E01003173,Lambeth 020C,365833.40
E01003327,Lewisham 035B,365992.76
E01003177,Lambeth 020D,366044.44
E01004280,Tower Hamlets 032A,366089.43
E01003908,Richmond upon Thames 010D,366176.92
E01000300,Barnet 019B,366196.22
E01003183,Lambeth 005E,366263.65
E01002157,Harrow 019C,366293.47
E01001833,Hackney 014D,366296.11
E01002720,Islington 016C,366604.11
E01003226,Lewisham 019A,366840.13
E01002432,Hillingdon 006D,367380.07
E01002735,Islington 003A,367548.52
E01002736,Islington 005C,367548.52
E01004001,Southwark 026B,367882.48
E01004665,Westminster 024A,368090.07
E01002339,Havering 008D,368258.05
E01001530,Enfield 032D,368295.80
E01002385,Havering 024A,368679.75
E01001253,Ealing 030C,368680.31
E01004068,Southwark 026E,368712.54
E01000793,Bromley 032D,368744.68
E01003904,Richmond upon Thames 015G,368942.64
E01000288,Barnet 004C,368953.16
E01003135,Lambeth 026C,369010.03
E01002811,Islington 001F,369041.51
E01002058,Haringey 031D,369235.68
E01002805,Islington 003B,369395.08
E01001802,Hackney 003B,369431.88
E01002141,Harrow 005B,369434.46
E01003902,Richmond upon Thames 015E,369543.69
E01002694,Islington 019A,369600.35
E01003694,Redbridge 035E,369694.44
E01000572,Brent 007A,369724.70
E01002317,Havering 014C,369739.81
E01001523,Enfield 019C,370015.96
E01004309,Tower Hamlets 015D,370020.20
E01000260,Barnet 025E,370053.67
E01001742,Hackney 008A,370255.25
E01000795,Bromley 032E,370429.11
E01000550,Brent 034B,370523.73
E01002915,Kingston upon Thames 014A,370732.20
E01002709,Islington 019C,370779.72
E01001248,Ealing 035A,371054.22
E01003114,Lambeth 032B,371157.07
E01003778,Redbridge 014E,371278.77
E01002774,Islington 004E,371368.30
E01003363,Merton 021B,371479.52
E01000758,Bromley 031E,371488.52
E01032766,Tower Hamlets 021E,371559.41
E01000137,Barnet 041A,371574.22
E01003214,Lewisham 008D,371650.98
E01002684,Hounslow 006D,371731.14
E01001039,Croydon 029D,371830.00
E01002173,Harrow 033D,371845.42
E01003839,Richmond upon Thames 022F,371940.37
E01001251,Ealing 030A,371991.46
E01001524,Enfield 019D,372071.13
E01004353,Waltham Forest 002B,372105.39
E01000162,Barnet 015E,372291.03
E01001527,Enfield 036F,372382.03
E01003649,Redbridge 012C,372572.92
E01002199,Harrow 012C,372736.11
E01000543,Brent 003E,373041.67
E01002197,Harrow 012B,373288.39
E01002962,Kingston upon Thames 006C,373543.17
E01000902,Camden 012B,373552.67
E01001859,Hammersmith and Fulham 008A,373608.52
E01004057,Southwark 008B,373691.40
E01002230,Harrow 003D,373842.94
E01002064,Haringey 036C,373954.30
E01000222,Barnet 040C,374085.97
E01001127,Croydon 025A,374126.70
E01001998,Haringey 023A,374173.68
E01001659,Greenwich 034D,374209.96
E01000321,Barnet 012E,374215.66
E01000161,Barnet 015D,374454.60
E01001470,Enfield 013B,374483.92
E01000503,Brent 011E,374742.78
E01004533,Wandsworth 033B,375119.58
E01033455,Brent 031G,375207.64
E01033456,Brent 027F,375207.64
E01000535,Brent 031F,375297.19
E01001544,Enfield 009D,375583.14
E01000316,Barnet 027E,375636.46
E01003677,Redbridge 036C,375654.08
E01033728,Greenwich 035C,375743.98
E01002680,Hounslow 009D,375750.14
E01003845,Richmond upon Thames 013F,376215.34
E01000565,Brent 013B,376444.44
E01001644,Greenwich 038D,376457.32
E01032512,Westminster 010F,376579.80
E01000567,Brent 016A,376772.24
E01003169,Lambeth 025D,376979.69
E01002935,Kingston upon Thames 003A,377214.89
E01002174,Harrow 033E,377269.26
E01001563,Enfield 029C,377306.35
E01001569,Enfield 022E,377430.73
E01004262,Tower Hamlets 010B,377503.95
E01004006,Southwark 023E,377551.82
E01000166,Barnet 003A,377947.76
E01002766,Islington 015E,378245.45
E01002958,Kingston upon Thames 008C,378317.66
E01001520,Enfield 019A,378357.39
E01001064,Croydon 026C,378943.04
E01004495,Wandsworth 024A,379007.37
E01002509,Hillingdon 017D,379133.65
E01032776,Tower Hamlets 028E,379311.46
E01000586,Brent 032E,379320.79
E01001402,Enfield 021D,379397.09
E01004303,Tower Hamlets 025D,379408.94
E01004230,Tower Hamlets 003B,379534.56
E01003468,Merton 020C,379712.50
E01000548,Brent 028D,379813.03
E01004085,Sutton 024B,379833.14
E01004352,Waltham Forest 002A,380471.69
E01002786,Islington 010D,380546.70
E01000230,Barnet 013C,380551.24
E01004274,Tower Hamlets 031A,380668.72
E01002989,Kingston upon Thames 011D,380818.35
E01003909,Richmond upon Thames 010E,380851.33
E01004054,Southwark 001D,380925.59
E01001396,Enfield 036D,380942.50
E01001062,Croydon 026A,381178.26
E01002163,Harrow 015D,381192.01
E01000690,Bromley 002B,381310.47
E01004387,Waltham Forest 007E,381402.16
E01002513,Hillingdon 013D,381461.98
E01001083,Croydon 003A,381514.55
E01004154,Sutton 022E,381585.75
E01004289,Tower Hamlets 016C,381962.58
E01003997,Southwark 017E,382030.12
E01004200,Tower Hamlets 005A,382097.96
E01003737,Redbridge 031A,382152.91
E01003910,Richmond upon Thames 011D,382318.49
E01000707,Bromley 041A,382389.87
E01033700,Hackney 021H,382499.70
E01002137,Harrow 029D,383115.48
E01001858,Hammersmith and Fulham 006A,383271.42
E01000460,Bexley 022E,383330.21
E01001780,Hackney 027D,383742.49
E01000772,Bromley 012E,383776.76
E01002441,Hillingdon 003D,383779.87
E01000652,Bromley 022B,383933.57
E01003359,Merton 006A,383977.90
E01003311,Lewisham 027C,384017.71
E01002810,Islington 003F,384066.09
E01001102,Croydon 035C,384223.81
E01000734,Bromley 028B,384614.05
E01001355,Ealing 033B,384617.28
E01001356,Ealing 033C,384617.28
E01033704,Hackney 023F,385021.34
E01002015,Haringey 020C,385090.90
E01004104,Sutton 020A,385192.54
E01001959,Hammersmith and Fulham 003C,385228.69
E01002050,Haringey 029A,385485.57
E01003949,Southwark 032A,385518.69
E01000005,City of London 001E,385530.65
E01001839,Hackney 023C,385668.00
E01003815,Richmond upon Thames 019D,385781.07
E01001243,Ealing 024D,385878.98
E01033487,Islington 011F,386087.73
E01001304,Ealing 039D,386520.62
E01000769,Bromley 024A,386818.50
E01000673,Bromley 011B,386908.96
E01000448,Bexley 023D,387201.10
E01002114,Harrow 001B,387420.63
E01000944,Camden 023A,387495.24
E01001415,Enfield 011A,387533.40
E01004523,Wandsworth 036E,387577.97
E01033701,Hackney 002F,387661.80
E01003927,Southwark 002A,387719.13
E01002417,Hillingdon 008B,387839.46
E01004643,Wandsworth 016C,387923.33
E01002716,Islington 014A,388156.60
E01002152,Harrow 006E,388159.31
E01003134,Lambeth 027D,388334.02
E01000715,Bromley 012C,388358.41
E01001593,Greenwich 014C,388364.33
E01000753,Bromley 031A,388379.15
E01000571,Brent 012B,388604.97
E01001842,Hackney 023D,388693.09
E01001474,Enfield 010E,389181.57
E01004027,Southwark 003E,389192.88
E01000637,Brent 022B,389210.36
E01002675,Hounslow 009A,389244.14
E01003055,Lambeth 016D,389374.21
E01004033,Southwark 007C,389402.42
E01001400,Enfield 021C,389422.60
E01000176,Barnet 027A,389717.89
E01002209,Harrow 025B,389828.88
E01003100,Lambeth 005C,389863.63
E01004702,Westminster 009E,389931.43
E01002732,Islington 005A,390048.30
E01033568,Kingston upon Thames 004F,390092.44
E01032719,Southwark 014G,390211.22
E01032779,Tower Hamlets 028H,390313.33
E01002930,Kingston upon Thames 007B,390315.30
E01002108,Harrow 008B,390616.26
E01003669,Redbridge 007B,390640.23
E01001837,Hackney 023B,390844.51
E01003124,Lambeth 006D,390897.70
E01003777,Redbridge 014D,391009.09
E01002063,Haringey 036B,391097.76
E01004116,Sutton 008A,391630.95
E01032775,Tower Hamlets 031F,391634.69
E01003056,Lambeth 015D,391736.60
E01004612,Wandsworth 032C,391826.15
E01003365,Merton 021D,392033.07
E01004386,Waltham Forest 003C,392342.14
E01001874,Hammersmith and Fulham 001A,392457.04
E01003180,Lambeth 005D,392477.68
E01003901,Richmond upon Thames 015D,392490.41
E01001755,Hackney 025D,392584.17
E01001723,Hackney 006A,392585.16
E01004500,Wandsworth 014A,392878.71
E01000172,Barnet 003D,392966.28
E01002988,Kingston upon Thames 011C,393035.60
E01004093,Sutton 025A,393048.94
E01001715,Hackney 007A,393110.63
E01001877,Hammersmith and Fulham 001D,393148.83
E01003096,Lambeth 010D,393184.62
E01000269,Barnet 005C,393234.69
E01004628,Wandsworth 022A,393429.23
E01000838,Bromley 030E,393736.51
E01032513,Westminster 010G,393985.62
E01032781,Tower Hamlets 033C,394011.73
E01033733,Greenwich 036E,394034.97
E01001202,Ealing 025C,394302.41
E01000160,Barnet 015C,394344.31
E01003676,Redbridge 036B,394386.21
E01002242,Harrow 024D,394591.45
E01000974,Camden 013E,394607.62
E01033491,Islington 011H,394778.82
E01004190,Sutton 008C,394808.47
E01004679,Westminster 005E,394898.47
E01001955,Hammersmith and Fulham 002A,394963.38
E01001999,Haringey 023B,395178.12
E01003058,Lambeth 015E,395243.04
E01003050,Lambeth 016B,395882.86
E01003362,Merton 021A,395894.24
E01033709,Hackney 027H,395909.38
E01001806,Hackney 008D,395991.73
E01003981,Southwark 006F,396078.60
E01004532,Wandsworth 032A,396362.43
E01002153,Harrow 019A,396603.08
E01002730,Islington 007A,396795.76
E01002733,Islington 007C,396954.25
E01003071,Lambeth 018D,396980.37
E01001092,Croydon 037B,397010.52
E01003057,Lambeth 017D,397564.24
E01002478,Hillingdon 002C,397607.21
E01002748,Islington 006C,397619.06
E01004120,Sutton 016D,397677.53
E01002053,Haringey 032A,397700.00
E01003695,Redbridge 035F,397796.81
E01002055,Haringey 029D,398000.00
E01000122,Barnet 009E,398015.47
E01002002,Haringey 031C,398046.63
E01003166,Lambeth 028D,398068.50
E01001754,Hackney 025C,398148.91
E01000117,Barnet 010A,398184.55
E01000486,Brent 006D,398199.65
E01002715,Islington 019E,398509.56
E01000267,Barnet 005A,398539.14
E01002926,Kingston upon Thames 010B,398671.80
E01004755,Westminster 010B,398802.73
E01003042,Lambeth 013E,399072.15
E01001727,Hackney 006C,399207.56
E01001728,Hackney 029B,399207.56
E01002980,Kingston upon Thames 012C,399253.09
E01002854,Kensington and Chelsea 001C,399597.32
E01002928,Kingston upon Thames 008B,399626.70
E01002954,Kingston upon Thames 003D,400021.20
E01000670,Bromley 018A,400129.31
E01004563,Wandsworth 002C,400438.80
E01001413,Enfield 004D,400500.17
E01001392,Enfield 032A,400602.11
E01000511,Brent 014D,400710.87
E01001101,Croydon 035B,400735.44
E01004545,Wandsworth 027B,400798.58
E01002155,Harrow 019B,400856.43
E01003074,Lambeth 018E,400952.60
E01001761,Hackney 016F,401217.87
E01000836,Bromley 030C,401340.96
E01000245,Barnet 032E,401345.11
E01003129,Lambeth 004E,401387.72
E01003978,Southwark 004B,401646.33
E01004095,Sutton 025C,401677.49
E01002110,Harrow 008D,401726.90
E01000233,Barnet 013F,401730.20
E01004548,Wandsworth 029D,401856.18
E01003340,Lewisham 006C,401921.82
E01000834,Bromley 027E,402095.94
E01002984,Kingston upon Thames 012E,402681.90
E01000191,Barnet 014F,402760.49
E01004481,Wandsworth 029A,402951.90
E01001911,Hammersmith and Fulham 015D,403192.46
E01001912,Hammersmith and Fulham 015E,403192.46
E01001084,Croydon 002A,403258.39
E01003018,Lambeth 020A,403295.34
E01001565,Enfield 029D,403316.39
E01004580,Wandsworth 004C,403321.27
E01002968,Kingston upon Thames 009C,403331.17
E01002969,Kingston upon Thames 005B,403331.17
E01003088,Lambeth 010A,403420.72
E01003862,Richmond upon Thames 004D,403528.72
E01001769,Hackney 006E,403716.02
E01001389,Ealing 028F,403825.16
E01002965,Kingston upon Thames 009A,404266.51
E01000116,Barnet 009B,404356.38
E01033488,Islington 011G,404376.97
E01002254,Havering 019B,404504.12
E01001124,Croydon 033D,404604.49
E01003022,Lambeth 021B,404766.74
E01004053,Southwark 001C,404779.29
E01003693,Redbridge 035D,404856.33
E01003819,Richmond upon Thames 017B,404995.35
E01001854,Hammersmith and Fulham 007C,405016.85
E01002809,Islington 003E,405020.39
E01002957,Kingston upon Thames 003E,405147.81
E01004492,Wandsworth 031C,405189.10
E01033463,Brent 003G,405273.64
E01004315,Tower Hamlets 006C,405403.82
E01000569,Brent 008E,405618.33
E01004527,Wandsworth 035C,405872.67
E01000232,Barnet 013E,406175.43
E01001815,Hackney 024D,406179.33
E01001255,Ealing 028C,406213.41
E01000905,Camden 012D,406458.33
E01003283,Lewisham 013B,406461.99
E01000748,Bromley 042C,406631.58
E01000270,Barnet 005D,407500.49
E01002535,Hillingdon 007E,407764.66
E01002001,Haringey 031B,407949.36
E01003083,Lambeth 030A,408215.99
E01002776,Islington 014E,408258.72
E01002107,Harrow 012A,408330.82
E01003335,Lewisham 035E,408410.55
E01000495,Brent 023C,408738.91
E01003170,Lambeth 025E,409068.28
E01002195,Harrow 022C,409069.08
E01001720,Hackney 007F,409095.26
E01004321,Tower Hamlets 021C,409133.33
E01000259,Barnet 025D,409222.07
E01000875,Camden 013A,409232.42
E01002438,Hillingdon 003A,409402.74
E01002275,Havering 015D,409634.45
E01001668,Greenwich 036C,409712.20
E01004223,Tower Hamlets 001B,409947.59
E01004669,Westminster 024B,410088.28
E01003848,Richmond upon Thames 004A,410168.35
E01001767,Hackney 010D,410395.82
E01002175,Harrow 033F,410735.71
E01000749,Bromley 036A,410839.77
E01002997,Kingston upon Thames 016C,410857.98
E01004066,Southwark 025E,410975.61
E01003471,Merton 016E,410982.04
E01000839,Bromley 030F,411017.41
E01004229,Tower Hamlets 004C,411076.71
E01001664,Greenwich 037B,411307.79
E01002804,Islington 001D,411406.01
E01004474,Wandsworth 021B,411520.33
E01000320,Barnet 011D,411594.24
E01002996,Kingston upon Thames 016B,411702.35
E01003053,Lambeth 015B,411819.28
E01003031,Lambeth 023A,411874.52
E01003744,Redbridge 001A,411955.64
E01001662,Greenwich 037A,412053.80
E01004087,Sutton 017A,412132.54
E01004088,Sutton 019C,412132.54
E01000533,Brent 031E,412172.31
E01000958,Camden 019D,412228.04
E01001748,Hackney 020A,412384.65
E01000716,Bromley 011C,412575.32
E01003381,Merton 016B,412745.77
E01000648,Bromley 016C,413011.34
E01003202,Lewisham 009C,413059.68
E01001566,Enfield 029E,413377.33
E01002065,Haringey 036D,413586.54
E01001122,Croydon 033B,413709.57
E01032582,Lambeth 036E,413752.52
E01003678,Redbridge 036D,413820.96
E01001750,Hackney 021C,414126.26
E01001288,Ealing 022B,414138.57
E01003915,Southwark 024C,414606.32
E01000841,Bromley 030H,414889.12
E01001791,Hackney 015D,414920.05
E01000757,Bromley 031D,415358.01
E01002062,Haringey 034D,415394.49
E01033699,Hackney 021G,415398.93
E01002156,Harrow 015B,415484.21
E01000244,Barnet 032D,415650.34
E01002145,Harrow 005E,415664.95
E01002731,Islington 007B,415687.20
E01004018,Southwark 032E,415931.05
E01004562,Wandsworth 002B,416272.66
E01001245,Ealing 024F,416377.38
E01002764,Islington 010A,416443.85
E01000193,Barnet 018B,416481.42
E01003900,Richmond upon Thames 015C,416551.53
E01001581,Greenwich 016A,416789.92
E01003899,Richmond upon Thames 015B,416857.05
E01001808,Hackney 001A,417608.17
E01033605,Westminster 009K,417794.05
E01002433,Hillingdon 004A,418333.37
E01004310,Tower Hamlets 015E,418407.39
E01000773,Bromley 024B,418442.63
E01002115,Harrow 002B,418517.31
E01002978,Kingston upon Thames 015B,419765.41
E01001792,Hackney 011A,419800.00
E01001964,Haringey 009B,419918.85
E01004048,Southwark 027C,419967.16
E01000317,Barnet 019D,420067.15
E01004509,Wandsworth 010A,420168.80
E01033099,Wandsworth 004E,420236.44
E01003073,Lambeth 014B,420241.35
E01002176,Harrow 033G,420265.51
E01004674,Westminster 005A,420335.03
E01004266,Tower Hamlets 007D,420420.89
E01000224,Barnet 040D,420713.70
E01002744,Islington 009D,420994.33
E01002982,Kingston upon Thames 015D,421101.76
E01002808,Islington 003D,421437.18
E01032563,Bromley 040E,421442.39
E01002014,Haringey 020B,421562.98
E01000273,Barnet 008C,421599.44
E01001247,Ealing 015E,421687.43
E01002193,Harrow 016D,421705.87
E01002779,Islington 012C,421737.80
E01001468,Enfield 010B,421899.38
E01001036,Croydon 029A,422138.52
E01000198,Barnet 025A,423018.93
E01004723,Westminster 005F,423462.53
E01003019,Lambeth 015A,423491.19
E01000553,Brent 015A,423530.60
E01000138,Barnet 040A,423530.61
E01000832,Bromley 030A,423539.21
E01000767,Bromley 027D,423560.23
E01004518,Wandsworth 036B,423666.67
E01000190,Barnet 014E,424329.95
E01003382,Merton 011B,424587.14
E01003794,Redbridge 018B,424938.41
E01002781,Islington 012D,425095.10
E01003898,Richmond upon Thames 015A,425160.55
E01003045,Lambeth 011A,425361.46
E01003067,Lambeth 033C,425625.18
E01001240,Ealing 024A,426069.44
E01003287,Lewisham 016D,426071.14
E01002678,Hounslow 009B,426260.00
E01002000,Haringey 031A,426723.47
E01001809,Hackney 001B,426726.19
E01001848,Hackney 018C,426901.61
E01004032,Southwark 001B,426917.11
E01001733,Hackney 015A,427116.22
E01000304,Barnet 020E,427222.53
E01000779,Bromley 001A,427257.50
E01003957,Southwark 032C,427439.00
E01001762,Hackney 017D,427575.98
E01002966,Kingston upon Thames 010C,427892.33
E01004551,Wandsworth 012E,427965.15
E01003830,Richmond upon Thames 020C,428057.16
E01004581,Wandsworth 004D,428090.93
E01032583,Southwark 034D,428533.40
E01001210,Ealing 016A,428589.29
E01003671,Redbridge 007D,428657.34
E01000003,City of London 001C,428746.18
E01001121,Croydon 039D,428811.51
E01003380,Merton 011A,428910.20
E01000298,Barnet 023D,429156.64
E01003423,Merton 011E,429431.80
E01000196,Barnet 028A,429502.13
E01001914,Hammersmith and Fulham 014D,429797.31
E01001752,Hackney 025A,430032.52
E01000771,Bromley 041C,430319.17
E01000908,Camden 001B,430371.67
E01001836,Hackney 022A,430656.87
E01002191,Harrow 022A,430690.96
E01003163,Lambeth 023F,430986.00
E01003090,Lambeth 012D,430989.41
E01002676,Hounslow 012E,431657.41
E01002480,Hillingdon 004D,431990.92
E01004565,Wandsworth 005A,432010.44
E01001640,Greenwich 035A,432114.47
E01002539,Hillingdon 005D,432545.39
E01000234,Barnet 021D,432573.01
E01003883,Richmond upon Thames 014B,432753.30
E01001235,Ealing 020D,432794.99
E01004670,Westminster 009A,432892.81
E01001796,Hackney 011E,432990.80
E01004503,Wandsworth 014C,433040.56
E01001096,Croydon 037D,433089.67
E01001376,Ealing 040B,433124.22
E01000808,Bromley 025A,433438.07
E01004317,Tower Hamlets 009D,433553.26
E01000246,Barnet 002B,433583.29
E01004092,Sutton 022B,433742.62
E01000271,Barnet 008A,433916.32
E01001614,Greenwich 028B,433953.52
E01003254,Lewisham 021A,434015.10
E01003759,Redbridge 009A,434027.31
E01003825,Richmond upon Thames 023D,434134.93
E01001582,Greenwich 021B,434171.63
E01003930,Southwark 034A,434300.00
E01003467,Merton 020B,434447.53
E01001793,Hackney 011B,434561.66
E01002148,Harrow 006B,434697.39
E01000947,Camden 021C,434749.34
E01000694,Bromley 007C,434782.33
E01001940,Hammersmith and Fulham 005B,434975.28
E01001351,Ealing 025E,435800.89
E01002512,Hillingdon 013C,436059.01
E01004325,Tower Hamlets 021D,436328.99
E01003703,Redbridge 006F,436377.58
E01001763,Hackney 020C,436586.08
E01001910,Hammersmith and Fulham 014B,436749.74
E01004228,Tower Hamlets 003A,436857.04
E01000942,Camden 025D,436967.91
E01003670,Redbridge 007C,437003.53
E01001534,Enfield 032E,437307.77
E01003104,Lambeth 004C,437437.47
E01003941,Southwark 006C,437454.08
E01003144,Lambeth 034C,437537.96
E01004718,Westminster 004A,438038.39
E01002158,Harrow 019D,438233.22
E01000939,Camden 024C,438333.33
E01004063,Southwark 025C,438362.98
E01004677,Westminster 005C,438496.15
E01003014,Lambeth 036B,438988.96
E01000763,Bromley 027A,439056.03
E01002916,Kingston upon Thames 014B,439071.30
E01002787,Islington 010E,439774.11
E01002387,Havering 024B,439927.00
E01001718,Hackney 007D,439961.45
E01002435,Hillingdon 007C,440037.65
E01003360,Merton 006B,440674.91
E01002376,Havering 012C,440950.31
E01001032,Croydon 035A,440964.12
E01000248,Barnet 001A,441110.85
E01000238,Barnet 034B,441375.18
E01001857,Hammersmith and Fulham 007D,441808.84
E01002389,Havering 024D,442321.17
E01001795,Hackney 011D,442451.76
E01002931,Kingston upon Thames 007C,442452.50
E01032780,Tower Hamlets 028I,442480.07
E01000510,Brent 014C,442668.15
E01003165,Lambeth 025B,442727.68
E01003939,Southwark 002E,442742.27
E01001984,Haringey 033A,442775.96
E01001029,Croydon 038B,442778.45
E01001768,Hackney 006D,443171.12
E01002475,Hillingdon 001B,443585.69
E01004593,Wandsworth 025A,444046.71
E01002388,Havering 024C,444562.75
E01003199,Lewisham 007A,444636.33
E01001098,Croydon 037F,444840.67
E01003186,Lambeth 007D,444851.69
E01000931,Camden 013C,444871.33
E01002855,Kensington and Chelsea 001D,445231.62
E01002922,Kingston upon Thames 010A,445600.74
E01003979,Southwark 006E,445798.70
E01000120,Barnet 009D,445855.21
E01001665,Greenwich 037C,446096.52
E01003355,Merton 009A,446542.85
E01001067,Croydon 041D,446658.73
E01002671,Hounslow 020C,446969.56
E01002986,Kingston upon Thames 008E,447014.01
E01032584,Southwark 034E,447128.44
E01003399,Merton 011D,447389.47
E01003820,Richmond upon Thames 017C,447707.53
E01004002,Southwark 029A,447720.67
E01002462,Hillingdon 011D,447740.60
E01003204,Lewisham 007C,447806.00
E01001091,Croydon 004E,448352.11
E01001031,Croydon 038D,448403.72
E01003454,Merton 003B,448595.54
E01001749,Hackney 020B,448663.44
E01000820,Bromley 008C,448789.12
E01032768,Tower Hamlets 025E,449018.26
E01000853,Camden 025A,449333.33
E01003182,Lambeth 009D,449408.36
E01000449,Bexley 023E,449456.53
E01000876,Camden 013B,449681.88
E01002516,Hillingdon 013E,449713.89
E01003814,Richmond upon Thames 019C,449892.38
E01003812,Richmond upon Thames 018B,450139.44
E01000867,Camden 015C,450252.08
E01001280,Ealing 011D,450328.77
E01002768,Islington 004A,450608.31
E01001735,Hackney 019D,450614.97
E01001384,Ealing 032C,450778.55
E01003426,Merton 015D,451493.32
E01002682,Hounslow 014D,451850.93
E01000926,Camden 009E,451933.24
E01004496,Wandsworth 024B,452257.42
E01003006,Kingston upon Thames 001A,452266.94
E01002981,Kingston upon Thames 012D,452370.37
E01003098,Lambeth 005A,452406.76
E01001564,Enfield 022B,452861.87
E01003064,Lambeth 028A,452882.60
E01002797,Islington 018B,453106.67
E01000804,Bromley 004D,453118.77
E01003790,Redbridge 027A,453617.67
E01000159,Barnet 015B,454273.09
E01004065,Southwark 025D,454482.39
E01001840,Hackney 022B,454589.29
E01000563,Brent 008B,455001.40
E01003956,Southwark 030C,455107.90
E01002674,Hounslow 012D,455144.65
E01003955,Southwark 028B,455511.10
E01001880,Hammersmith and Fulham 017A,455607.14
E01004215,Tower Hamlets 028A,456083.21
E01004021,Southwark 028D,456102.71
E01000197,Barnet 023A,456516.78
E01002749,Islington 006D,456999.89
E01002562,Hounslow 003A,457295.75
E01000644,Brent 022E,457567.05
E01000840,Bromley 030G,457695.27
E01004515,Wandsworth 012D,457812.39
E01001383,Ealing 028D,457964.45
E01003178,Lambeth 020E,458377.87
E01001211,Ealing 013B,459093.01
E01004484,Wandsworth 026E,459247.69
E01002534,Hillingdon 005B,459397.32
E01003958,Southwark 032D,459420.34
E01000972,Camden 010D,459438.36
E01001335,Ealing 038B,460451.39
E01000324,Barnet 015F,460507.27
E01002917,Kingston upon Thames 014C,460684.43
E01002226,Harrow 001D,460710.06
E01001453,Enfield 017C,460777.75
E01003131,Lambeth 026B,460796.57
E01004710,Westminster 002D,460949.63
E01001991,Haringey 017A,461049.60
E01001870,Hammersmith and Fulham 012D,461137.63
E01003358,Merton 009C,461385.77
E01000177,Barnet 029A,461459.23
E01003888,Richmond upon Thames 021C,461482.94
E01002477,Hillingdon 001D,461483.90
E01000444,Bexley 023B,461667.53
E01033133,Wandsworth 004G,461856.56
E01001789,Hackney 015C,461898.83
E01003914,Southwark 024B,461903.39
E01002459,Hillingdon 011B,462022.27
E01033598,Westminster 009F,462064.63
E01002974,Kingston upon Thames 005E,462207.59
E01004304,Tower Hamlets 022C,462229.32
E01004017,Southwark 029C,462344.78
E01033493,Islington 006F,462392.07
E01001027,Croydon 043E,462418.94
E01003844,Richmond upon Thames 013E,462837.08
E01002208,Harrow 025A,462862.00
E01033601,Westminster 009G,462872.92
E01002667,Hounslow 020A,463091.14
E01004084,Sutton 024A,464291.91
E01004234,Tower Hamlets 003E,464955.38
E01000512,Brent 018D,465033.43
E01002018,Haringey 020D,465171.85
E01000262,Barnet 017D,465213.33
E01001212,Ealing 018F,465393.87
E01002723,Islington 022C,465807.27
E01002806,Islington 003C,465962.68
E01004564,Wandsworth 002D,466191.11
E01002920,Kingston upon Thames 014D,466379.98
E01001207,Ealing 018D,466638.72
E01001900,Hammersmith and Fulham 013E,466647.22
E01002020,Haringey 021A,466745.48
E01002004,Haringey 023D,466778.47
E01001583,Greenwich 021C,467173.01
E01003885,Richmond upon Thames 016D,467330.44
E01000293,Barnet 001F,467483.91
E01002800,Islington 018E,467611.39
E01001221,Ealing 020A,467747.43
E01002431,Hillingdon 006C,467992.06
E01003466,Merton 020A,468070.11
E01001233,Ealing 031D,468377.59
E01004493,Wandsworth 019A,468664.51
E01002390,Havering 024E,469085.72
E01004292,Tower Hamlets 026A,469439.70
E01003344,Lewisham 010D,469645.59
E01000855,Camden 028A,470228.70
E01004286,Tower Hamlets 019C,470438.32
E01004642,Wandsworth 016B,470500.46
E01004611,Wandsworth 032B,470596.89
E01004030,Southwark 007A,470627.76
E01003138,Lambeth 026D,470693.75
E01000952,Camden 022A,470805.89
E01004180,Sutton 020D,470954.13
E01001894,Hammersmith and Fulham 013B,470985.37
E01001739,Hackney 012D,471205.13
E01000666,Bromley 033B,471259.31
E01000561,Brent 023E,471372.72
E01001827,Hackney 029D,471663.00
E01001030,Croydon 038C,471727.16
E01003054,Lambeth 015C,472090.84
E01032769,Tower Hamlets 025F,472144.28
E01002710,Islington 019D,472440.20
E01002273,Havering 015C,472981.88
E01004061,Southwark 025A,473095.72
E01004721,Westminster 004D,473577.59
E01001526,Enfield 019E,473703.47
E01033712,Hackney 023G,473903.65
E01003897,Richmond upon Thames 014D,474054.66
E01001306,Ealing 035D,474377.16
E01002463,Hillingdon 013B,474555.28
E01000540,Brent 004D,474754.71
E01002983,Kingston upon Thames 015E,474829.99
E01002061,Haringey 036A,474949.54
E01003159,Lambeth 022C,474956.70
E01003034,Lambeth 012A,474984.81
E01002189,Harrow 016B,475000.44
E01003341,Lewisham 006D,475049.62
E01002695,Islington 021A,475683.00
E01000490,Brent 023A,476579.56
E01003976,Southwark 003A,476755.38
E01001946,Hammersmith and Fulham 004D,477095.71
E01001277,Ealing 011B,477129.67
E01004595,Wandsworth 025B,477380.26
